,val_loss,val_recon_loss,val_classacc_loss,val_recon_accuracy,val_recon_mse,val_classacc_accuracy,val_classacc_mse,loss,recon_loss,classacc_loss,recon_accuracy,recon_mse,classacc_accuracy,classacc_mse
0,142.69196371282317,1.42043137550354,0.6351917386054993,0.0,1.4205678701400757,0.7454387545585632,0.22088870406150818,97.87702569373269,0.9719769954681396,0.672713041305542,0.0,0.9720429182052612,0.8105995059013367,0.23978883028030396
1,156.979483689773,1.563595175743103,0.6125314235687256,0.0,1.5636698007583618,0.7836663722991943,0.2096937894821167,96.49579406923878,0.9585103988647461,0.6520659923553467,0.0008688097586855292,0.9584372043609619,0.8201563954353333,0.2295060008764267
2,160.5102312633206,1.5992093086242676,0.5881516337394714,0.0,1.5992213487625122,0.8062554597854614,0.19788026809692383,96.26647497155581,0.9563410878181458,0.6245158910751343,0.0,0.9564194083213806,0.8609904646873474,0.21583691239356995
3,157.4569569976303,1.5689905881881714,0.5564687848091125,0.0,1.5690048933029175,0.8305820822715759,0.1828293651342392,95.94029351175608,0.9533816576004028,0.6037729382514954,0.002606429159641266,0.9533653259277344,0.8766289949417114,0.20559655129909515
4,177.19337092183343,1.7666573524475098,0.5234348177909851,0.0,1.7666996717453003,0.8549087643623352,0.16742046177387238,95.69675998372891,0.9511544704437256,0.5779368281364441,0.0,0.9511882066726685,0.8835794925689697,0.1929662525653839
5,173.77283332619223,1.7327598333358765,0.49409669637680054,0.0,1.732787847518921,0.870547354221344,0.1543697863817215,95.7809970898798,0.9522582292556763,0.5509040951728821,0.0,0.9523008465766907,0.8922675848007202,0.17994341254234314
6,183.74831003939764,1.832826852798462,0.45958927273750305,0.0,1.8328877687454224,0.8931363821029663,0.13918845355510712,95.52327962257259,0.9499964118003845,0.5296459197998047,0.0008688097586855292,0.9499365091323853,0.8940052390098572,0.16981399059295654
7,172.18594648028125,1.7174831628799438,0.4328412413597107,0.0,1.717531442642212,0.9018244743347168,0.1278115063905716,95.47973742845471,0.949676513671875,0.5089566111564636,0.0,0.949708104133606,0.8948740363121033,0.16016677021980286
8,194.03090254769546,1.9361214637756348,0.4106229841709137,0.0,1.936203122138977,0.9070373773574829,0.1185171902179718,95.40291155989951,0.9490758180618286,0.48947906494140625,0.0,0.9491339325904846,0.8948740363121033,0.15132538974285126
9,180.1224416141195,1.7971608638763428,0.3938402235507965,0.0,1.7972865104675293,0.9087749719619751,0.11194124817848206,95.41989827756774,0.949548602104187,0.4724561870098114,0.0,0.9494744539260864,0.8948740363121033,0.14366501569747925
10,195.9786121756175,1.9558663368225098,0.38035792112350464,0.0,1.95598304271698,0.9087749719619751,0.10667745769023895,95.23883077188951,0.9478217363357544,0.4573467969894409,0.0008688097586855292,0.9478147625923157,0.8948740363121033,0.13708145916461945
11,203.08187277600828,2.027040481567383,0.36074578762054443,0.0,2.027211904525757,0.9087749719619751,0.0996059700846672,95.24788598160863,0.9480477571487427,0.4424457848072052,0.0,0.9480549693107605,0.8948740363121033,0.1307619959115982
12,203.50198174682936,2.0313806533813477,0.3484368920326233,0.0,2.031536102294922,0.9087749719619751,0.09532026946544647,95.10922096046959,0.9468303322792053,0.4300491511821747,0.0,0.9467921853065491,0.8948740363121033,0.1256139725446701
13,192.06774793636478,1.9171676635742188,0.3349439203739166,0.0,1.9173283576965332,0.9096437692642212,0.09084124863147736,95.05607288138542,0.9465784430503845,0.417184442281723,0.0,0.9463890790939331,0.8948740363121033,0.12053713202476501
14,188.3001737089182,1.8796151876449585,0.32314345240592957,0.0,1.8797708749771118,0.9096437692642212,0.08715973049402237,95.06494611247946,0.94659423828125,0.405470609664917,0.0,0.9465952515602112,0.8948740363121033,0.11601804941892624
15,193.1003867910801,1.9276251792907715,0.3157264292240143,0.0,1.9278472661972046,0.9105126261711121,0.08488713949918747,95.03157093170722,0.9464154839515686,0.3973994553089142,0.0,0.9463416934013367,0.8948740363121033,0.11301719397306442
16,184.0969411019757,1.8377034664154053,0.3099841773509979,0.0,1.8378702402114868,0.9105126261711121,0.0832572653889656,94.99689733536735,0.9460523128509521,0.3887123465538025,0.0,0.946081817150116,0.8948740363121033,0.10987821966409683
17,188.86739782205777,1.8854823112487793,0.3043941855430603,0.0,1.8856303691864014,0.9122502207756042,0.08161485940217972,94.94598206388339,0.9457409977912903,0.3814190626144409,0.0,0.9456464648246765,0.8948740363121033,0.1071995422244072
18,203.6851237385714,2.0336294174194336,0.2988623082637787,0.0,2.033863067626953,0.9122502207756042,0.0800597220659256,94.77530098789987,0.9440816044807434,0.3732454776763916,0.0,0.9440191388130188,0.8948740363121033,0.10457552224397659
19,212.12651141553624,2.1181132793426514,0.2939396798610687,0.0,2.118326187133789,0.9139878153800964,0.07878049463033676,94.894307955983,0.9452003836631775,0.3674331307411194,0.0,0.9452693462371826,0.8948740363121033,0.10260570049285889
20,220.95765430175356,2.206414222717285,0.29041266441345215,0.0,2.2066729068756104,0.9139878153800964,0.07787924259901047,94.97981439850622,0.9462706446647644,0.3626452386379242,0.0,0.946172297000885,0.8948740363121033,0.10111220180988312
21,212.1845268561051,2.118664503097534,0.2877720594406128,0.0,2.1189677715301514,0.9139878153800964,0.07715608924627304,94.73098369104567,0.9437279105186462,0.35752007365226746,0.0,0.9437344074249268,0.8948740363121033,0.09960024058818817
22,209.92972166324884,2.096134662628174,0.28484880924224854,0.0,2.096449375152588,0.9148566722869873,0.07649912685155869,94.82074738211678,0.9447060823440552,0.3558039963245392,0.0,0.944648802280426,0.8948740363121033,0.09907666593790054
23,219.3999415446529,2.1908793449401855,0.2831113934516907,0.0,2.191168785095215,0.9148566722869873,0.0761285349726677,94.83644368480745,0.9448134899139404,0.3510541617870331,0.0,0.9448543190956116,0.8948740363121033,0.09777721762657166
24,202.29585217062439,2.019876480102539,0.2809721529483795,0.0,2.0201494693756104,0.9165942668914795,0.07543336600065231,94.84307242226953,0.9448428750038147,0.34927618503570557,0.0,0.9449367523193359,0.8948740363121033,0.09723096340894699
