,val_loss,val_recon_loss,val_classacc_loss,val_recon_acc,val_recon_mean_squared_error,val_classacc_acc,val_classacc_mean_squared_error,loss,recon_loss,classacc_loss,recon_acc,recon_mean_squared_error,classacc_acc,classacc_mean_squared_error
1574,146.604577688421,1.4443818600047267,2.16639177784725,0.0,1.4443818600047267,0.633362293139838,0.3188787669228223,95.3632762388599,0.9509720602934512,0.26607092344999106,0.0,0.9509720602934512,0.902693310216859,0.07825995027552886
1575,146.65289384193983,1.4452667206292769,2.126221301035711,0.0,1.4452667206292769,0.6429192009539733,0.31414674684651306,95.40352751253792,0.9513551406918351,0.2680138369211417,0.0,0.9513551406918351,0.9061685483627584,0.07663326740886314
1576,145.40457422437098,1.4326668234103457,2.1378911794733733,0.0,1.4326668234103457,0.6377063425699594,0.3161067268208355,95.43194954587935,0.9516520690234406,0.26674297938752856,0.0,0.9516520690234406,0.9018244997094136,0.07774908579788863
1577,146.2054151440578,1.4408733895506474,2.118077726492563,0.0,1.4408733895506474,0.6394439620312973,0.31254166742700995,95.30632112504709,0.9503825590156867,0.2680657440480929,0.0,0.9503825590156867,0.9061685492431051,0.07746198173971615
1578,148.17603104472886,1.4602950425069297,2.146526196228743,0.0,1.4602950425069297,0.6368375328392903,0.3176520919924089,95.43701737948234,0.9515691174309114,0.28010512459909886,0.0,0.9515691174309114,0.8983492607349525,0.08123832405403218
1579,143.23942788635307,1.410539740484554,2.185454693490997,0.0,1.410539740484554,0.6281494347558241,0.32315587663422657,95.51960470695064,0.9525045134211291,0.26915338946155215,0.0,0.9525045134211291,0.90616854919132,0.07773445660554254
1580,146.17168046701067,1.4403048852130085,2.141192415193513,0.0,1.4403048852130085,0.6377063417413978,0.31448309751410364,95.38011051446432,0.9511220377492035,0.26790696921087576,0.0,0.9511220377492035,0.9035621191707515,0.07776019443878394
1581,151.7349596528982,1.4952162075415578,2.2133404068279847,0.0,1.4952162075415578,0.6290182452632695,0.32291708082659776,95.50769569271031,0.9524205466853755,0.26564064948171456,0.0008688097306689834,0.9524205466853755,0.9035621191707515,0.07730219640051356
1582,140.16340708131898,1.3800874378865537,2.154661913626511,0.0,1.3800874378865537,0.6333622930880529,0.3163848734233402,95.44806276084442,0.9518580879469108,0.2622540351828733,0.0,0.9518580879469108,0.90616854919132,0.07507730675432395
1583,143.144040841004,1.4098155322435315,2.1624864728216706,0.0,1.4098155322435315,0.6333622939166145,0.3177823760165638,95.43971511615452,0.9516954156857382,0.2701731669602448,0.0,0.9516954156857382,0.9026933093882974,0.07828393804765493
